tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration,medical_service
N238VM,24-Feb-2021,PC12,San Jose Int'l (KSJC),"San Jose Int'l (San Jose, CA) - KSJC",Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",08:52AM PST,09:43AM PST,0:51,GUARDIAN FLIGHT LLC                               
N238VM,24-Feb-2021,PC12,Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",San Jose Int'l (KSJC),"San Jose Int'l (San Jose, CA) - KSJC",07:33AM PST,08:20AM PST,0:47,GUARDIAN FLIGHT LLC                               
N238VM,23-Feb-2021,PC12,Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",10:00PM PST,11:19PM PST,1:18,GUARDIAN FLIGHT LLC                               
N238VM,23-Feb-2021,PC12,Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",Paso Robles Muni (KPRB),"Paso Robles Muni (Paso Robles, CA) - KPRB",10:00PM PST,,Diverted,GUARDIAN FLIGHT LLC                               
N238VM,23-Feb-2021,PC12,Alturas Muni (KAAT),"Alturas Muni (Alturas, CA) - KAAT",Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",02:35PM PST,02:58PM PST,0:22,GUARDIAN FLIGHT LLC                               
N238VM,23-Feb-2021,PC12,Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",Alturas Muni (KAAT),"Alturas Muni (Alturas, CA) - KAAT",01:30PM PST,02:12PM PST,0:41,GUARDIAN FLIGHT LLC                               
N238VM,20-Feb-2021,PC12,Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",06:11PM PST,06:56PM PST,0:45,GUARDIAN FLIGHT LLC                               
N238VM,20-Feb-2021,PC12,Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",Schulz-Sonoma County (KSTS),"Schulz-Sonoma County (Santa Rosa, CA) - KSTS",04:36PM PST,04:58PM PST (?),0:21,GUARDIAN FLIGHT LLC                               
N238VM,20-Feb-2021,PC12,Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",Sacramento McClellan (KMCC),"Sacramento McClellan (Sacramento, CA) - KMCC",03:24PM PST,03:53PM PST,0:28,GUARDIAN FLIGHT LLC                               
N238VM,19-Feb-2021,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Reno/Tahoe Intl (KRNO),"Reno/Tahoe Intl (Reno, NV) - KRNO",05:17PM MST,07:07PM PST,2:50,GUARDIAN FLIGHT LLC                               
N238VM,19-Feb-2021,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",03:40PM MST,04:08PM MST,0:27,GUARDIAN FLIGHT LLC                               
N238VM,16-Feb-2021,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",01:49PM MST,01:50PM MST,0:01,GUARDIAN FLIGHT LLC                               
N238VM,03-Jan-2021,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",08:01PM MST,08:45PM MST,0:43,GUARDIAN FLIGHT LLC                               
N238VM,03-Jan-2021,PC12,Phoenix Deer Valley (KDVT),"Phoenix Deer Valley (Phoenix, AZ) - KDVT",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",03:06AM MST,03:55AM MST,0:49,GUARDIAN FLIGHT LLC                               
N238VM,02-Jan-2021,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Deer Valley (KDVT),"Phoenix Deer Valley (Phoenix, AZ) - KDVT",11:37PM MST,12:17AM MST (+1),0:39,GUARDIAN FLIGHT LLC                               
N238VM,02-Jan-2021,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",07:06PM MST,07:50PM MST,0:44,GUARDIAN FLIGHT LLC                               
N238VM,02-Jan-2021,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",03:29PM MST,04:13PM MST,0:44,GUARDIAN FLIGHT LLC                               
N238VM,01-Jan-2021,PC12,Tucson Intl (KTUS),"Tucson Intl (Tucson, AZ) - KTUS",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",01:02PM MST,01:58PM MST,0:55,GUARDIAN FLIGHT LLC                               
N238VM,01-Jan-2021,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Tucson Intl (KTUS),"Tucson Intl (Tucson, AZ) - KTUS",09:58AM MST,10:51AM MST,0:53,GUARDIAN FLIGHT LLC                               
N238VM,01-Jan-2021,PC12,Montgomery-Gibbs Exec (KMYF),"Montgomery-Gibbs Exec (San Diego, CA) - KMYF",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",02:57AM PST,04:44AM MST,0:47,GUARDIAN FLIGHT LLC                               
N238VM,01-Jan-2021,PC12,Imperial County (KIPL),"Imperial County (Imperial, CA) - KIPL",Montgomery-Gibbs Exec (KMYF),"Montgomery-Gibbs Exec (San Diego, CA) - KMYF",12:52AM PST,01:27AM PST,0:35,GUARDIAN FLIGHT LLC                               
N238VM,31-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Imperial County (KIPL),"Imperial County (Imperial, CA) - KIPL",11:39PM MST,10:59PM PST,0:20,GUARDIAN FLIGHT LLC                               
N238VM,31-Dec-2020,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",06:25PM MST,07:11PM MST,0:46,GUARDIAN FLIGHT LLC                               
N238VM,31-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",03:47PM MST,04:30PM MST,0:42,GUARDIAN FLIGHT LLC                               
N238VM,31-Dec-2020,PC12,Falcon Fld (KFFZ),"Falcon Fld (Mesa, AZ) - KFFZ",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",12:24AM MST,01:11AM MST,0:46,GUARDIAN FLIGHT LLC                               
N238VM,30-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Falcon Fld (KFFZ),"Falcon Fld (Mesa, AZ) - KFFZ",09:08PM MST,09:55PM MST,0:46,GUARDIAN FLIGHT LLC                               
N238VM,30-Dec-2020,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",03:03PM MST,03:46PM MST,0:42,GUARDIAN FLIGHT LLC                               
N238VM,30-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",12:31PM MST,01:13PM MST,0:42,GUARDIAN FLIGHT LLC                               
N238VM,30-Dec-2020,PC12,Phoenix Deer Valley (KDVT),"Phoenix Deer Valley (Phoenix, AZ) - KDVT",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",03:44AM MST,04:30AM MST,0:46,GUARDIAN FLIGHT LLC                               
N238VM,30-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Deer Valley (KDVT),"Phoenix Deer Valley (Phoenix, AZ) - KDVT",12:48AM MST,01:35AM MST,0:46,GUARDIAN FLIGHT LLC                               
N238VM,29-Dec-2020,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",07:14PM MST,08:00PM MST,0:46,GUARDIAN FLIGHT LLC                               
N238VM,29-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",03:45PM MST,04:34PM MST,0:48,GUARDIAN FLIGHT LLC                               
N238VM,29-Dec-2020,PC12,Payson (KPAN),"Payson (Payson, AZ) - KPAN",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",04:05AM MST,05:05AM MST,1:00,GUARDIAN FLIGHT LLC                               
N238VM,29-Dec-2020,PC12,Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",Payson (KPAN),"Payson (Payson, AZ) - KPAN",01:59AM MST,02:56AM MST,0:57,GUARDIAN FLIGHT LLC                               
N238VM,28-Dec-2020,PC12,Phoenix Deer Valley (KDVT),"Phoenix Deer Valley (Phoenix, AZ) - KDVT",Yuma Intl (KNYL),"Yuma Intl (Yuma, AZ) - KNYL",08:39PM MST,09:35PM MST,0:55,GUARDIAN FLIGHT LLC                               
