tailnumber,dates,aircraft,origin,destination,departure,arrival,duration,Tail_number,NAME
N370CS,27-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>08:11PM <span class=""tz"">PST</span></td>","<td>08:38PM <span class=""tz"">PST</span></td>",0:26,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,"<span dir=""ltr"">San Francisco Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>07:16AM <span class=""tz"">PST</span></td>","<td>07:40AM <span class=""tz"">PST</span></td>",0:24,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,"<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>05:05AM <span class=""tz"">PST</span></td>","<td>06:16AM <span class=""tz"">PST</span></td>",1:11,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,"<span dir=""ltr"">Metro Oakland Intl</span>","<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<td>01:55AM <span class=""tz"">PST</span></td>","<td>02:51AM <span class=""tz"">PST</span></td>",0:56,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,25-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Metro Oakland Intl</span>","<td>01:09AM <span class=""tz"">PST</span></td>","<td>01:33AM <span class=""tz"">PST</span></td>",0:24,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,24-Dec-2020,BE20,"<span dir=""ltr"">Lincoln Regional </span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>12:28PM <span class=""tz"">PST</span></td>","<td>12:35PM <span class=""tz"">PST</span></td>",0:07,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,24-Dec-2020,BE20,"<span dir=""ltr"">Redding Muni</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>12:31AM <span class=""tz"">PST</span></td>","<td>01:17AM <span class=""tz"">PST</span></td>",0:46,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,23-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Redding Muni</span>","<td>09:07PM <span class=""tz"">PST</span></td>","<td>09:40PM <span class=""tz"">PST</span></td>",0:32,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,22-Dec-2020,BE20,"<span dir=""ltr"">San Francisco Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>04:05PM <span class=""tz"">PST</span></td>","<td>04:35PM <span class=""tz"">PST</span></td>",0:29,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,22-Dec-2020,BE20,"<span dir=""ltr"">Redding Muni</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>12:50PM <span class=""tz"">PST</span></td>","<td>01:39PM <span class=""tz"">PST</span></td>",0:48,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,22-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Redding Muni</span>","<td>10:27AM <span class=""tz"">PST</span></td>","<td>11:09AM <span class=""tz"">PST</span></td>",0:41,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,"<span dir=""ltr"">Metro Oakland Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>02:31PM <span class=""tz"">PST</span></td>","<td>02:55PM <span class=""tz"">PST</span></td>",0:24,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,"<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<span dir=""ltr"">Metro Oakland Intl</span>","<td>03:58AM <span class=""tz"">PST</span></td>","<td>05:18AM <span class=""tz"">PST</span></td>",1:19,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,"<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>03:58AM <span class=""tz"">PST</span></td>",<td></td>,"<span title=""Changed Destination (see above)"">Diverted</span>",N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,21-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<td>01:55AM <span class=""tz"">PST</span></td>","<td>02:48AM <span class=""tz"">PST</span></td>",0:52,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,20-Dec-2020,BE20,"<span dir=""ltr"">Truckee-Tahoe</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>01:22PM <span class=""tz"">PST</span></td>","<td>01:46PM <span class=""tz"">PST</span></td>",0:24,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,20-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Truckee-Tahoe</span>","<td>10:55AM <span class=""tz"">PST</span></td>","<td>11:18AM <span class=""tz"">PST</span></td>",0:22,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,17-Dec-2020,BE20,"<span dir=""ltr"">San Francisco Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>04:32AM <span class=""tz"">PST</span></td>","<td>05:06AM <span class=""tz"">PST</span></td>",0:33,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,17-Dec-2020,BE20,"<span dir=""ltr"">Ukiah Muni</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>01:43AM <span class=""tz"">PST</span></td>","<td>02:15AM <span class=""tz"">PST</span></td>",0:32,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Ukiah Muni</span>","<td>11:21PM <span class=""tz"">PST</span></td>","<td>12:02AM <span class=""tz"">PST</span> (+1)</td>",0:40,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Redding Muni</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>09:23PM <span class=""tz"">PST</span></td>","<td>10:11PM <span class=""tz"">PST</span></td>",0:47,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Rohnerville</span>","<span dir=""ltr"">Redding Muni</span>","<td>07:13PM <span class=""tz"">PST</span></td>","<td>07:53PM <span class=""tz"">PST</span></td>",0:39,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Rohnerville</span>","<td>04:15PM <span class=""tz"">PST</span></td>","<td>05:28PM <span class=""tz"">PST</span></td>",1:12,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>11:09AM <span class=""tz"">PST</span></td>","<td>11:38AM <span class=""tz"">PST</span></td>",0:29,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Sacramento Mather</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>09:59AM <span class=""tz"">PST</span></td>","<td>10:27AM <span class=""tz"">PST</span></td>",0:27,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">San Jose Int'l</span>","<span dir=""ltr"">Sacramento Mather</span>","<td>02:11AM <span class=""tz"">PST</span></td>","<td>03:08AM <span class=""tz"">PST</span></td>",0:57,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">San Jose Int'l</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>02:11AM <span class=""tz"">PST</span></td>",<td></td>,"<span title=""Changed Destination (see above)"">Diverted</span>",N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Dec-2020,BE20,"<span dir=""ltr"">Fresno Yosemite Intl</span>","<span dir=""ltr"">San Jose Int'l</span>","<td>12:47AM <span class=""tz"">PST</span></td>","<td>01:25AM <span class=""tz"">PST</span></td>",0:37,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,15-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Fresno Yosemite Intl</span>","<td>07:52PM <span class=""tz"">PST</span></td>","<td>08:42PM <span class=""tz"">PST</span></td>",0:49,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,15-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>06:52PM <span class=""tz"">PST</span></td>","<td>07:20PM <span class=""tz"">PST</span></td>",0:27,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,13-Dec-2020,BE20,"<span dir=""ltr"">San Francisco Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>08:03PM <span class=""tz"">PST</span></td>","<td>08:29PM <span class=""tz"">PST</span></td>",0:25,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,13-Dec-2020,BE20,"<span dir=""ltr"">Merced Municipal</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>05:13PM <span class=""tz"">PST</span></td>","<td>05:47PM <span class=""tz"">PST</span></td>",0:33,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,13-Dec-2020,BE20,"<span dir=""ltr"">Red Bluff Muni</span>","<span dir=""ltr"">Merced Municipal</span>","<td>02:24PM <span class=""tz"">PST</span></td>","<td>03:28PM <span class=""tz"">PST</span></td>",1:04,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,13-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Red Bluff Muni</span>","<td>12:55PM <span class=""tz"">PST</span></td>","<td>01:33PM <span class=""tz"">PST</span></td>",0:38,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>07:56PM <span class=""tz"">PST</span></td>","<td>08:19PM <span class=""tz"">PST</span></td>",0:22,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Metro Oakland Intl</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>07:09PM <span class=""tz"">PST</span></td>","<td>07:28PM <span class=""tz"">PST</span></td>",0:19,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Rohnerville</span>","<span dir=""ltr"">Metro Oakland Intl</span>","<td>04:21PM <span class=""tz"">PST</span></td>","<td>05:13PM <span class=""tz"">PST</span></td>",0:51,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Rohnerville</span>","<td>02:05PM <span class=""tz"">PST</span></td>","<td>02:47PM <span class=""tz"">PST</span></td>",0:41,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>01:07PM <span class=""tz"">PST</span></td>","<td>01:34PM <span class=""tz"">PST</span></td>",0:27,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">San Francisco Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>05:48AM <span class=""tz"">PST</span></td>","<td>06:20AM <span class=""tz"">PST</span></td>",0:32,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>03:25AM <span class=""tz"">PST</span></td>","<td>03:49AM <span class=""tz"">PST</span></td>",0:23,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,12-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>01:18AM <span class=""tz"">PST</span></td>","<td>01:49AM <span class=""tz"">PST</span></td>",0:30,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,11-Dec-2020,BE20,"<span dir=""ltr"">Napa County</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>12:35AM <span class=""tz"">PST</span></td>","<td>12:52AM <span class=""tz"">PST</span></td>",0:16,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,10-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Napa County</span>","<td>11:38PM <span class=""tz"">PST</span></td>","<td>12:04AM <span class=""tz"">PST</span> (+1)</td>",0:25,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,10-Dec-2020,BE20,"<span dir=""ltr"">Fresno Yosemite Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>10:29PM <span class=""tz"">PST</span></td>","<td><span title=""result unknown""><i>11:15PM <span class=""tz"">PST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:45,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,10-Dec-2020,BE20,"<span dir=""ltr"">Santa Maria</span>","<span dir=""ltr"">Fresno Yosemite Intl</span>","<td>07:50PM <span class=""tz"">PST</span></td>","<td>08:27PM <span class=""tz"">PST</span></td>",0:37,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,10-Dec-2020,BE20,"<span dir=""ltr"">Napa County</span>","<span dir=""ltr"">Santa Maria</span>","<td>04:21PM <span class=""tz"">PST</span></td>","<td>05:18PM <span class=""tz"">PST</span></td>",0:57,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,03-Dec-2020,BE20,"<span dir=""ltr"">Moffett Federal Afld</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>12:28PM <span class=""tz"">PST</span></td>","<td>12:55PM <span class=""tz"">PST</span></td>",0:27,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,03-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Moffett Federal Afld</span>","<td>09:15AM <span class=""tz"">PST</span></td>","<td>09:52AM <span class=""tz"">PST</span></td>",0:36,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,03-Dec-2020,BE20,"<span dir=""ltr"">Schulz-Sonoma County</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>06:32AM <span class=""tz"">PST</span></td>","<td>06:54AM <span class=""tz"">PST</span></td>",0:21,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,03-Dec-2020,BE20,"<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<span dir=""ltr"">Schulz-Sonoma County</span>","<td>04:20AM <span class=""tz"">PST</span></td>","<td>05:03AM <span class=""tz"">PST</span></td>",0:43,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,03-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">California Redwood Coast-Humboldt County</span>","<td>01:27AM <span class=""tz"">PST</span></td>","<td>02:29AM <span class=""tz"">PST</span></td>",1:01,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,02-Dec-2020,BE20,"<span dir=""ltr"">Daugherty Field</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>05:13PM <span class=""tz"">PST</span></td>","<td>06:53PM <span class=""tz"">PST</span></td>",1:40,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,02-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Daugherty Field</span>","<td>07:23AM <span class=""tz"">PST</span></td>","<td>08:49AM <span class=""tz"">PST</span></td>",1:25,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,02-Dec-2020,BE20,"<span dir=""ltr"">Rogue Valley Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>03:40AM <span class=""tz"">PST</span></td>","<td>04:39AM <span class=""tz"">PST</span></td>",0:58,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,02-Dec-2020,BE20,"<span dir=""ltr"">Redding Muni</span>","<span dir=""ltr"">Rogue Valley Intl</span>","<td>01:29AM <span class=""tz"">PST</span></td>","<td>02:00AM <span class=""tz"">PST</span></td>",0:30,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,01-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Redding Muni</span>","<td>11:50PM <span class=""tz"">PST</span></td>","<td>12:22AM <span class=""tz"">PST</span> (+1)</td>",0:31,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,01-Dec-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>08:38PM <span class=""tz"">PST</span></td>","<td>08:49PM <span class=""tz"">PST</span></td>",0:11,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,30-Nov-2020,BE20,"<span dir=""ltr"">San Francisco Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>05:40PM <span class=""tz"">PST</span></td>","<td>06:09PM <span class=""tz"">PST</span></td>",0:28,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,30-Nov-2020,BE20,"<span dir=""ltr"">Siskiyou County</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>02:10PM <span class=""tz"">PST</span></td>","<td>03:14PM <span class=""tz"">PST</span></td>",1:03,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,30-Nov-2020,BE20,"<span dir=""ltr"">Siskiyou County</span>","<span dir=""ltr"">San Francisco Intl</span>","<td>12:58PM <span class=""tz"">PST</span></td>","<td><span title=""result unknown""><i>02:20PM <span class=""tz"">PST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:22,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,30-Nov-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Siskiyou County</span>","<td>11:19AM <span class=""tz"">PST</span></td>","<td>12:25PM <span class=""tz"">PST</span></td>",1:06,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,18-Nov-2020,BE20,"<span dir=""ltr"">Montgomery-Gibbs Exec</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>08:02PM <span class=""tz"">PST</span></td>","<td>09:59PM <span class=""tz"">PST</span></td>",1:56,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,18-Nov-2020,BE20,"<span dir=""ltr"">Metro Oakland Intl</span>","<span dir=""ltr"">Montgomery-Gibbs Exec</span>","<td>04:22PM <span class=""tz"">PST</span></td>","<td>06:07PM <span class=""tz"">PST</span></td>",1:44,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,18-Nov-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Metro Oakland Intl</span>","<td>01:48PM <span class=""tz"">PST</span></td>","<td>02:16PM <span class=""tz"">PST</span></td>",0:28,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Fresno Yosemite Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>08:45PM <span class=""tz"">PST</span></td>","<td>09:20PM <span class=""tz"">PST</span></td>",0:34,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Phoenix Sky Harbor Intl</span>","<span dir=""ltr"">Fresno Yosemite Intl</span>","<td>07:13PM <span class=""tz"">MST</span></td>","<td>08:06PM <span class=""tz"">PST</span></td>",1:53,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Fresno Yosemite Intl</span>","<span dir=""ltr"">Phoenix Sky Harbor Intl</span>","<td>02:29PM <span class=""tz"">PST</span></td>","<td>05:29PM <span class=""tz"">MST</span></td>",1:59,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Bishop</span>","<span dir=""ltr"">Fresno Yosemite Intl</span>","<td>01:04PM <span class=""tz"">PST</span></td>","<td>01:34PM <span class=""tz"">PST</span></td>",0:29,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Fresno Yosemite Intl</span>","<span dir=""ltr"">Bishop</span>","<td>11:44AM <span class=""tz"">PST</span></td>","<td>12:12PM <span class=""tz"">PST</span></td>",0:28,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Sacramento McClellan</span>","<span dir=""ltr"">Fresno Yosemite Intl</span>","<td>10:34AM <span class=""tz"">PST</span></td>","<td>11:15AM <span class=""tz"">PST</span></td>",0:40,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Fresno Yosemite Intl</span>","<span dir=""ltr"">Sacramento McClellan</span>","<td>08:42AM <span class=""tz"">PST</span></td>","<td>09:21AM <span class=""tz"">PST</span></td>",0:39,N370CS,REACH AIR MEDICAL SERVICES LLC                    
N370CS,16-Nov-2020,BE20,"<span dir=""ltr"">Santa Maria</span>","<span dir=""ltr"">Fresno Yosemite Intl</span>","<td>07:01AM <span class=""tz"">PST</span></td>","<td>07:34AM <span class=""tz"">PST</span></td>",0:33,N370CS,REACH AIR MEDICAL SERVICES LLC                    
