tailnumber,dates,aircraft,origin,destination,departure,arrival,duration,Tail_number,NAME
N371LL,13-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>08:07PM <span class=""tz"">CST</span></td>","<td>08:52PM <span class=""tz"">CST</span></td>",0:44,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,13-Dec-2020,PC12,"<span dir=""ltr"">Marshfield Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:59PM <span class=""tz"">CST</span></td>","<td>05:42PM <span class=""tz"">CST</span></td>",0:43,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,13-Dec-2020,PC12,"<span dir=""ltr"">Price County</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>03:16PM <span class=""tz"">CST</span></td>","<td>03:41PM <span class=""tz"">CST</span></td>",0:25,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,13-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Price County</span>","<td>12:13PM <span class=""tz"">CST</span></td>","<td>12:51PM <span class=""tz"">CST</span></td>",0:37,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Dec-2020,PC12,"<span dir=""ltr"">Cloquet Carlton County</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>10:22PM <span class=""tz"">CST</span></td>","<td>10:50PM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Cloquet Carlton County</span>","<td>09:17PM <span class=""tz"">CST</span></td>","<td>09:47PM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,12-Dec-2020,PC12,"<span dir=""ltr"">Dane Co Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:10AM <span class=""tz"">CST</span></td>","<td>01:04AM <span class=""tz"">CST</span></td>",0:53,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Dec-2020,PC12,"<span dir=""ltr"">Chippewa Valley Rgnl</span>","<span dir=""ltr"">Dane Co Rgnl</span>","<td>09:16PM <span class=""tz"">CST</span></td>","<td>10:02PM <span class=""tz"">CST</span></td>",0:46,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Chippewa Valley Rgnl</span>","<td>07:20PM <span class=""tz"">CST</span></td>","<td>07:45PM <span class=""tz"">CST</span></td>",0:24,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Dec-2020,PC12,"<span dir=""ltr"">Northern Colorado Regional</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:23PM <span class=""tz"">MST</span></td>","<td>03:44PM <span class=""tz"">CST</span></td>",2:20,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Dec-2020,PC12,"<span dir=""ltr"">Western Neb Rgnl</span>","<span dir=""ltr"">Northern Colorado Regional</span>","<td>10:21AM <span class=""tz"">MST</span></td>","<td>10:57AM <span class=""tz"">MST</span></td>",0:36,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,11-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Western Neb Rgnl</span>","<td>07:47AM <span class=""tz"">CST</span></td>","<td>08:41AM <span class=""tz"">MST</span></td>",1:53,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,10-Dec-2020,PC12,"<span dir=""ltr"">Rapid City Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:47AM <span class=""tz"">MST</span></td>","<td>03:21AM <span class=""tz"">CST</span></td>",1:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,09-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Rapid City Rgnl</span>","<td>08:40PM <span class=""tz"">CST</span></td>","<td>09:43PM <span class=""tz"">MST</span></td>",2:02,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,09-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>10:35AM <span class=""tz"">CST</span></td>","<td>10:56AM <span class=""tz"">CST</span></td>",0:20,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,07-Dec-2020,PC12,"<span dir=""ltr"">Range Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>02:36AM <span class=""tz"">CST</span></td>","<td>03:12AM <span class=""tz"">CST</span></td>",0:35,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,07-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Range Rgnl</span>","<td>12:45AM <span class=""tz"">CST</span></td>","<td>01:32AM <span class=""tz"">CST</span></td>",0:46,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,06-Dec-2020,PC12,"<span dir=""ltr"">Cloquet Carlton County</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>08:55AM <span class=""tz"">CST</span></td>","<td>09:23AM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,06-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Cloquet Carlton County</span>","<td>07:02AM <span class=""tz"">CST</span></td>","<td>07:33AM <span class=""tz"">CST</span></td>",0:31,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,06-Dec-2020,PC12,"<span dir=""ltr"">Crystal</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:23AM <span class=""tz"">CST</span></td>","<td>04:30AM <span class=""tz"">CST</span></td>",0:06,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,06-Dec-2020,PC12,"<span dir=""ltr"">Redwood Falls Muni</span>","<span dir=""ltr"">Crystal</span>","<td>02:21AM <span class=""tz"">CST</span></td>","<td>02:50AM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,06-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Redwood Falls Muni</span>","<td>12:58AM <span class=""tz"">CST</span></td>","<td>01:24AM <span class=""tz"">CST</span></td>",0:25,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,05-Dec-2020,PC12,"<span dir=""ltr"">Rochester Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>06:36PM <span class=""tz"">CST</span></td>","<td>07:04PM <span class=""tz"">CST</span></td>",0:28,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,05-Dec-2020,PC12,"<span dir=""ltr"">Duluth Intl</span>","<span dir=""ltr"">Rochester Intl</span>","<td>04:42PM <span class=""tz"">CST</span></td>","<td>05:28PM <span class=""tz"">CST</span></td>",0:45,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,05-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Duluth Intl</span>","<td>02:50PM <span class=""tz"">CST</span></td>","<td>03:27PM <span class=""tz"">CST</span></td>",0:36,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Dec-2020,PC12,"<span dir=""ltr"">Hector Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>11:10AM <span class=""tz"">CST</span></td>","<td>11:55AM <span class=""tz"">CST</span></td>",0:44,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Hector Intl</span>","<td>08:22AM <span class=""tz"">CST</span></td>","<td>09:18AM <span class=""tz"">CST</span></td>",0:55,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Dec-2020,PC12,"<span dir=""ltr"">St Paul Holman Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:21AM <span class=""tz"">CST</span></td>","<td>04:28AM <span class=""tz"">CST</span></td>",0:07,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Dec-2020,PC12,"<span dir=""ltr"">Eveleth-Virginia Muni</span>","<span dir=""ltr"">St Paul Holman Fld</span>","<td>02:06AM <span class=""tz"">CST</span></td>","<td>02:43AM <span class=""tz"">CST</span></td>",0:36,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,04-Dec-2020,PC12,"<span dir=""ltr"">Green Bay-Austin Straubel Intl</span>","<span dir=""ltr"">Eveleth-Virginia Muni</span>","<td>12:13AM <span class=""tz"">CST</span></td>","<td>01:34AM <span class=""tz"">CST</span></td>",1:20,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,03-Dec-2020,PC12,"<span dir=""ltr"">Gogebic-Iron County</span>","<span dir=""ltr"">Green Bay-Austin Straubel Intl</span>","<td>10:00PM <span class=""tz"">CST</span></td>","<td>10:36PM <span class=""tz"">CST</span></td>",0:35,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,03-Dec-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Gogebic-Iron County</span>","<td>07:47PM <span class=""tz"">CST</span></td>","<td>08:35PM <span class=""tz"">CST</span></td>",0:47,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,01-Dec-2020,PC12,"<span dir=""ltr"">Range Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>06:22AM <span class=""tz"">CST</span></td>","<td>07:01AM <span class=""tz"">CST</span></td>",0:38,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,01-Dec-2020,PC12,"<span dir=""ltr"">Chippewa Valley Rgnl</span>","<span dir=""ltr"">Range Rgnl</span>","<td>04:40AM <span class=""tz"">CST</span></td>","<td>05:29AM <span class=""tz"">CST</span></td>",0:48,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,01-Dec-2020,PC12,"<span dir=""ltr"">Lakeland/Lee Field</span>","<span dir=""ltr"">Chippewa Valley Rgnl</span>","<td>02:25AM <span class=""tz"">CST</span></td>","<td>02:54AM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,30-Nov-2020,PC12,"<span dir=""ltr"">Range Rgnl</span>","<span dir=""ltr"">Lakeland/Lee Field</span>","<td>11:54PM <span class=""tz"">CST</span></td>","<td>12:38AM <span class=""tz"">CST</span> (+1)</td>",0:44,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,30-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Range Rgnl</span>","<td>08:18PM <span class=""tz"">CST</span></td>","<td>09:01PM <span class=""tz"">CST</span></td>",0:42,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,30-Nov-2020,PC12,"<span dir=""ltr"">Chandler Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:53PM <span class=""tz"">CST</span></td>","<td>01:23PM <span class=""tz"">CST</span></td>",0:30,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,30-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Chandler Fld</span>","<td>12:08PM <span class=""tz"">CST</span></td>","<td>12:39PM <span class=""tz"">CST</span></td>",0:30,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">Rice Lake Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>06:39PM <span class=""tz"">CST</span></td>","<td>06:59PM <span class=""tz"">CST</span></td>",0:20,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">Marshfield Muni</span>","<span dir=""ltr"">Rice Lake Rgnl</span>","<td>06:01PM <span class=""tz"">CST</span></td>","<td>06:28PM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">Rice Lake Rgnl</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>04:42PM <span class=""tz"">CST</span></td>","<td>05:08PM <span class=""tz"">CST</span></td>",0:26,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Rice Lake Rgnl</span>","<td>03:16PM <span class=""tz"">CST</span></td>","<td>03:38PM <span class=""tz"">CST</span></td>",0:21,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">Hector Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>11:52AM <span class=""tz"">CST</span></td>","<td>12:44PM <span class=""tz"">CST</span></td>",0:51,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">L O Simenstad Muni</span>","<span dir=""ltr"">Hector Intl</span>","<td>09:04AM <span class=""tz"">CST</span></td>","<td>10:06AM <span class=""tz"">CST</span></td>",1:01,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,29-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">L O Simenstad Muni</span>","<td>07:27AM <span class=""tz"">CST</span></td>","<td>07:38AM <span class=""tz"">CST</span></td>",0:11,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,28-Nov-2020,PC12,"<span dir=""ltr"">St Paul Holman Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>05:48PM <span class=""tz"">CST</span></td>","<td>05:55PM <span class=""tz"">CST</span></td>",0:07,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,28-Nov-2020,PC12,"<span dir=""ltr"">Litchfield Muni</span>","<span dir=""ltr"">St Paul Holman Fld</span>","<td>04:13PM <span class=""tz"">CST</span></td>","<td>04:31PM <span class=""tz"">CST</span></td>",0:17,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,28-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Litchfield Muni</span>","<td>02:45PM <span class=""tz"">CST</span></td>","<td>03:02PM <span class=""tz"">CST</span></td>",0:16,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,27-Nov-2020,PC12,"<span dir=""ltr"">Chandler Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>10:26PM <span class=""tz"">CST</span></td>","<td>10:54PM <span class=""tz"">CST</span></td>",0:28,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,27-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Chandler Fld</span>","<td>09:33PM <span class=""tz"">CST</span></td>","<td>10:09PM <span class=""tz"">CST</span></td>",0:35,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,27-Nov-2020,PC12,"<span dir=""ltr"">Dane Co Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>01:48AM <span class=""tz"">CST</span></td>","<td>02:52AM <span class=""tz"">CST</span></td>",1:04,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,26-Nov-2020,PC12,"<span dir=""ltr"">Taylor County</span>","<span dir=""ltr"">Dane Co Rgnl</span>","<td>11:33PM <span class=""tz"">CST</span></td>","<td>12:08AM <span class=""tz"">CST</span> (+1)</td>",0:34,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,26-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Taylor County</span>","<td>09:51PM <span class=""tz"">CST</span></td>","<td>10:35PM <span class=""tz"">CST</span></td>",0:43,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,25-Nov-2020,PC12,"<span dir=""ltr"">New Ulm Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:55PM <span class=""tz"">CST</span></td>","<td>05:21PM <span class=""tz"">CST</span></td>",0:26,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,25-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">New Ulm Muni</span>","<td>02:35PM <span class=""tz"">CST</span></td>","<td>03:00PM <span class=""tz"">CST</span></td>",0:24,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,25-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Grand Rapids</span>","<td>12:57PM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>01:30PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:32,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,25-Nov-2020,PC12,"<span dir=""ltr"">Joe Foss Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>03:47AM <span class=""tz"">CST</span></td>","<td>04:40AM <span class=""tz"">CST</span></td>",0:53,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,25-Nov-2020,PC12,"<span dir=""ltr"">Spencer Muni</span>","<span dir=""ltr"">Joe Foss Fld</span>","<td>01:53AM <span class=""tz"">CST</span></td>","<td>02:18AM <span class=""tz"">CST</span></td>",0:24,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,25-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Spencer Muni</span>","<td>12:03AM <span class=""tz"">CST</span></td>","<td>12:55AM <span class=""tz"">CST</span></td>",0:51,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,24-Nov-2020,PC12,"<span dir=""ltr"">Rice Lake Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>06:19PM <span class=""tz"">CST</span></td>","<td>06:41PM <span class=""tz"">CST</span></td>",0:21,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,24-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Rice Lake Rgnl</span>","<td>05:26PM <span class=""tz"">CST</span></td>","<td>05:48PM <span class=""tz"">CST</span></td>",0:22,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,24-Nov-2020,PC12,"<span dir=""ltr"">New Ulm Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:17PM <span class=""tz"">CST</span></td>","<td>04:50PM <span class=""tz"">CST</span></td>",0:32,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,24-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">New Ulm Muni</span>","<td>03:05PM <span class=""tz"">CST</span></td>","<td>03:37PM <span class=""tz"">CST</span></td>",0:31,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,24-Nov-2020,PC12,"<span dir=""ltr"">New Ulm Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>11:34AM <span class=""tz"">CST</span></td>","<td>12:01PM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,24-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">New Ulm Muni</span>","<td>08:55AM <span class=""tz"">CST</span></td>","<td>09:25AM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,23-Nov-2020,PC12,"<span dir=""ltr"">Willmar Municipal</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:05AM <span class=""tz"">CST</span></td>","<td>04:30AM <span class=""tz"">CST</span></td>",0:25,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,23-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Willmar Municipal</span>","<td>03:14AM <span class=""tz"">CST</span></td>","<td>03:41AM <span class=""tz"">CST</span></td>",0:26,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,22-Nov-2020,PC12,"<span dir=""ltr"">Marshfield Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>07:51PM <span class=""tz"">CST</span></td>","<td>08:35PM <span class=""tz"">CST</span></td>",0:44,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,22-Nov-2020,PC12,"<span dir=""ltr"">Rice Lake Rgnl</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>06:17PM <span class=""tz"">CST</span></td>","<td>06:51PM <span class=""tz"">CST</span></td>",0:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,22-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Rice Lake Rgnl</span>","<td>04:13PM <span class=""tz"">CST</span></td>","<td>04:38PM <span class=""tz"">CST</span></td>",0:25,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,22-Nov-2020,PC12,"<span dir=""ltr"">Hector Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>02:47PM <span class=""tz"">CST</span></td>","<td>03:33PM <span class=""tz"">CST</span></td>",0:45,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,22-Nov-2020,PC12,"<span dir=""ltr"">Chandler Fld</span>","<span dir=""ltr"">Hector Intl</span>","<td>01:01PM <span class=""tz"">CST</span></td>","<td>01:30PM <span class=""tz"">CST</span></td>",0:28,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,22-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Chandler Fld</span>","<td>11:43AM <span class=""tz"">CST</span></td>","<td>12:16PM <span class=""tz"">CST</span></td>",0:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,20-Nov-2020,PC12,"<span dir=""ltr"">Glenwood Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>09:31PM <span class=""tz"">CST</span></td>","<td>09:56PM <span class=""tz"">CST</span></td>",0:25,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,20-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Glenwood Muni</span>","<td>07:36PM <span class=""tz"">CST</span></td>","<td>08:06PM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,19-Nov-2020,PC12,"<span dir=""ltr"">Richard B Helgeson</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>09:51PM <span class=""tz"">CST</span></td>","<td>10:30PM <span class=""tz"">CST</span></td>",0:39,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,19-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Richard B Helgeson</span>","<td>08:16PM <span class=""tz"">CST</span></td>","<td>08:52PM <span class=""tz"">CST</span></td>",0:35,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,18-Nov-2020,PC12,"<span dir=""ltr"">Grand Forks Intl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>03:26PM <span class=""tz"">CST</span></td>","<td>04:26PM <span class=""tz"">CST</span></td>",1:00,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,18-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Grand Forks Intl</span>","<td>11:55AM <span class=""tz"">CST</span></td>","<td>01:05PM <span class=""tz"">CST</span></td>",1:10,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,17-Nov-2020,PC12,"<span dir=""ltr"">Brainerd Lakes Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:51PM <span class=""tz"">CST</span></td>","<td>05:16PM <span class=""tz"">CST</span></td>",0:24,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,17-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Brainerd Lakes Rgnl</span>","<td>08:39AM <span class=""tz"">CST</span></td>","<td>09:06AM <span class=""tz"">CST</span></td>",0:27,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,16-Nov-2020,PC12,"<span dir=""ltr"">St Paul Holman Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>04:37PM <span class=""tz"">CST</span></td>","<td>04:46PM <span class=""tz"">CST</span></td>",0:09,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,16-Nov-2020,PC12,"<span dir=""ltr"">John F Kennedy Meml</span>","<span dir=""ltr"">St Paul Holman Fld</span>","<td>02:27PM <span class=""tz"">CST</span></td>","<td>03:09PM <span class=""tz"">CST</span></td>",0:41,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,16-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">John F Kennedy Meml</span>","<td>12:30PM <span class=""tz"">CST</span></td>","<td>01:08PM <span class=""tz"">CST</span></td>",0:37,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,16-Nov-2020,PC12,"<span dir=""ltr"">Marshfield Muni</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>06:02AM <span class=""tz"">CST</span></td>","<td>06:46AM <span class=""tz"">CST</span></td>",0:43,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,15-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Marshfield Muni</span>","<td>07:46PM <span class=""tz"">CST</span></td>","<td>08:20PM <span class=""tz"">CST</span></td>",0:33,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,15-Nov-2020,PC12,"<span dir=""ltr"">Brainerd Lakes Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>07:23AM <span class=""tz"">CST</span></td>","<td>07:52AM <span class=""tz"">CST</span></td>",0:29,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,15-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Brainerd Lakes Rgnl</span>","<td>05:17AM <span class=""tz"">CST</span></td>","<td>05:44AM <span class=""tz"">CST</span></td>",0:26,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,15-Nov-2020,PC12,"<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>03:01AM <span class=""tz"">CST</span></td>","<td>03:54AM <span class=""tz"">CST</span></td>",0:52,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,15-Nov-2020,PC12,"<span dir=""ltr"">Anoka Co-Blaine</span>","<span dir=""ltr"">Falls Intl-Einarson Fld</span>","<td>01:34AM <span class=""tz"">CST</span></td>","<td>02:30AM <span class=""tz"">CST</span></td>",0:55,N371LL,CRITICAL CARE SERVICES INC DBA                    
N371LL,14-Nov-2020,PC12,"<span dir=""ltr"">Rapid City Rgnl</span>","<span dir=""ltr"">Anoka Co-Blaine</span>","<td>12:03PM <span class=""tz"">MST</span></td>","<td>02:43PM <span class=""tz"">CST</span></td>",1:40,N371LL,CRITICAL CARE SERVICES INC DBA                    
