tail_number,dates,aircraft,origin,destination,departure,arrival,duration,NAME
N959MA,6-Jan-21,PC12,N Platte Rgnl,Millard,03:22AM CST,04:16AM CST,0:54,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,Centennial,N Platte Rgnl,06:06PM MST,08:06PM CST,0:59,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,Shalz Fld,Centennial,03:59PM CST,03:52PM MST,0:53,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,N Platte Rgnl,Shalz Fld,02:33PM CST,03:03PM CST,0:29,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,Joe Foss Fld,N Platte Rgnl,07:56AM CST,09:04AM CST,1:07,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,Pine Ridge,Joe Foss Fld,04:43AM MST,06:42AM CST,0:58,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,Joe Foss Fld,Pine Ridge,03:46AM CST,03:56AM MST ,1:10,AIR METHODS CORP                                  
N959MA,5-Jan-21,PC12,Pine Ridge,Joe Foss Fld,12:03AM MST,02:00AM CST,0:56,AIR METHODS CORP                                  
N959MA,4-Jan-21,PC12,N Platte Rgnl,Pine Ridge,11:43PM CST,11:22PM MST ,0:39,AIR METHODS CORP                                  
N959MA,4-Jan-21,PC12,Joe Foss Fld,N Platte Rgnl,08:39PM CST,09:41PM CST,1:01,AIR METHODS CORP                                  
N959MA,4-Jan-21,PC12,Rosebud Sioux Tribal,Joe Foss Fld,06:37PM CST,07:20PM CST,0:43,AIR METHODS CORP                                  
N959MA,4-Jan-21,PC12,Rapid City Rgnl,Rosebud Sioux Tribal,04:27PM MST,05:59PM CST ,0:31,AIR METHODS CORP                                  
N959MA,4-Jan-21,PC12,Winner Rgnl,Rapid City Rgnl,03:17PM CST,03:02PM MST,0:45,AIR METHODS CORP                                  
N959MA,4-Jan-21,PC12,N Platte Rgnl,Winner Rgnl,01:45PM CST,02:30PM CST,0:45,AIR METHODS CORP                                  
N959MA,3-Jan-21,PC12,Millard,N Platte Rgnl,10:14PM CST,11:14PM CST,1:00,AIR METHODS CORP                                  
N959MA,3-Jan-21,PC12,Central Nebraska Rgnl,Millard,08:02PM CST,08:29PM CST,0:27,AIR METHODS CORP                                  
N959MA,3-Jan-21,PC12,N Platte Rgnl,Central Nebraska Rgnl,06:39PM CST,07:06PM CST,0:27,AIR METHODS CORP                                  
N959MA,2-Jan-21,PC12,Millard,N Platte Rgnl,02:40PM CST,03:39PM CST,0:58,AIR METHODS CORP                                  
N959MA,2-Jan-21,PC12,Kearney Rgnl,Millard,12:04PM CST,12:40PM CST,0:36,AIR METHODS CORP                                  
N959MA,2-Jan-21,PC12,N Platte Rgnl,Kearney Rgnl,10:08AM CST,10:30AM CST,0:22,AIR METHODS CORP                                  
N959MA,2-Jan-21,PC12,Wiley Post,N Platte Rgnl,12:34AM CST,02:08AM CST,1:33,AIR METHODS CORP                                  
N959MA,1-Jan-21,PC12,Alva Rgnl,Wiley Post,10:25PM CST,10:49PM CST,0:24,AIR METHODS CORP                                  
N959MA,1-Jan-21,PC12,N Platte Rgnl,Alva Rgnl,08:22PM CST,09:28PM CST,1:06,AIR METHODS CORP                                  
N959MA,1-Jan-21,PC12,Centennial,N Platte Rgnl,12:56AM MST,02:52AM CST,0:55,AIR METHODS CORP                                  
N959MA,31-Dec-20,PC12,N Platte Rgnl,Centennial,11:22PM CST,11:18PM MST,0:55,AIR METHODS CORP                                  
N959MA,31-Dec-20,PC12,Centennial,N Platte Rgnl,06:10AM MST,08:06AM CST,0:56,AIR METHODS CORP                                  
N959MA,31-Dec-20,PC12,Santa Fe Muni,Centennial,03:24AM MST,04:30AM MST,1:06,AIR METHODS CORP                                  
N959MA,31-Dec-20,PC12,N Platte Rgnl,Santa Fe Muni,01:13AM CST,02:02AM MST,1:49,AIR METHODS CORP                                  
N959MA,23-Dec-20,PC12,Centennial,N Platte Rgnl,07:37PM MST,09:37PM CST,0:59,AIR METHODS CORP                                  
N959MA,23-Dec-20,PC12,N Platte Rgnl,Centennial,05:34PM CST,05:36PM MST,1:01,AIR METHODS CORP                                  
N959MA,22-Dec-20,PC12,Rapid City Rgnl,N Platte Rgnl,06:29PM MST,08:27PM CST,0:58,AIR METHODS CORP                                  
N959MA,22-Dec-20,PC12,Pine Ridge,Rapid City Rgnl,04:57PM MST,05:16PM MST,0:19,AIR METHODS CORP                                  
N959MA,22-Dec-20,PC12,N Platte Rgnl,Pine Ridge,04:37PM CST,04:23PM MST ,0:45,AIR METHODS CORP                                  
N959MA,21-Dec-20,PC12,Casper/Natrona County Intl,N Platte Rgnl,05:43PM MST,07:46PM CST,1:03,AIR METHODS CORP                                  
N959MA,21-Dec-20,PC12,Cheyenne Eagle Butte,Casper/Natrona County Intl,03:18PM MST,04:33PM MST,1:15,AIR METHODS CORP                                  
N959MA,21-Dec-20,PC12,N Platte Rgnl,Cheyenne Eagle Butte,02:28PM CST,02:46PM MST ,1:17,AIR METHODS CORP                                  
N959MA,20-Dec-20,PC12,Millard,N Platte Rgnl,02:22AM CST,03:20AM CST,0:58,AIR METHODS CORP                                  
N959MA,19-Dec-20,PC12,N Platte Rgnl,Millard,10:11PM CST,11:01PM CST,0:50,AIR METHODS CORP                                  
N959MA,18-Dec-20,PC12,Joe Foss Fld,N Platte Rgnl,03:34PM CST,04:39PM CST,1:04,AIR METHODS CORP                                  
N959MA,18-Dec-20,PC12,Rapid City Rgnl,Joe Foss Fld,12:05PM MST,02:10PM CST,1:05,AIR METHODS CORP                                  
N959MA,18-Dec-20,PC12,N Platte Rgnl,Rapid City Rgnl,10:40AM CST,10:36AM MST,0:55,AIR METHODS CORP                                  
N959MA,18-Dec-20,PC12,Pine Ridge,N Platte Rgnl,02:55AM MST,04:30AM CST,0:35,AIR METHODS CORP                                  
N959MA,18-Dec-20,PC12,N Platte Rgnl,Pine Ridge,02:28AM CST,02:04AM MST ,0:36,AIR METHODS CORP                                  
N959MA,17-Dec-20,PC12,Millard,N Platte Rgnl,10:21PM CST,11:23PM CST,1:01,AIR METHODS CORP                                  
N959MA,17-Dec-20,PC12,Des Moines Intl,Millard,07:05PM CST,07:39PM CST,0:33,AIR METHODS CORP                                  
N959MA,17-Dec-20,PC12,N Platte Rgnl,Des Moines Intl,03:06PM CST,04:16PM CST,1:10,AIR METHODS CORP                                  
N959MA,17-Dec-20,PC12,Rochester Intl,N Platte Rgnl,01:32AM CST,03:16AM CST,1:44,AIR METHODS CORP                                  
N959MA,16-Dec-20,PC12,Des Moines Intl,Rochester Intl,11:45PM CST,12:28AM CST,0:42,AIR METHODS CORP                                  
N959MA,16-Dec-20,PC12,N Platte Rgnl,Des Moines Intl,09:37PM CST,10:54PM CST,1:17,AIR METHODS CORP                                  
N959MA,16-Dec-20,PC12,Centennial,N Platte Rgnl,02:50PM MST,04:50PM CST,0:59,AIR METHODS CORP                                  
N959MA,16-Dec-20,PC12,Pine Ridge,Centennial,10:21AM MST,11:26AM MST,1:05,AIR METHODS CORP                                  
N959MA,16-Dec-20,PC12,N Platte Rgnl,Pine Ridge,09:40AM CST,09:28AM MST ,0:47,AIR METHODS CORP                                  
N959MA,15-Dec-20,PC12,Central Nebraska Rgnl,N Platte Rgnl,06:51PM CST,07:27PM CST,0:35,AIR METHODS CORP                                  
N959MA,15-Dec-20,PC12,N Platte Rgnl,Central Nebraska Rgnl,06:02PM CST,06:38PM CST,0:36,AIR METHODS CORP                                  
N959MA,14-Dec-20,PC12,N Platte Rgnl,N Platte Rgnl,05:12PM CST,06:01PM CST,0:48,AIR METHODS CORP                                  
N959MA,14-Dec-20,PC12,N Platte Rgnl,Pine Ridge,05:12PM CST,,,AIR METHODS CORP                                  
N959MA,12-Dec-20,PC12,Eppley Airfield,N Platte Rgnl,04:30PM CST,05:34PM CST,1:03,AIR METHODS CORP                                  
N959MA,12-Dec-20,PC12,Kearney Rgnl,Eppley Airfield,12:45PM CST,01:32PM CST,0:46,AIR METHODS CORP                                  
N959MA,12-Dec-20,PC12,N Platte Rgnl,Kearney Rgnl,10:19AM CST,10:53AM CST,0:33,AIR METHODS CORP                                  
N959MA,12-Dec-20,PC12,Centennial,N Platte Rgnl,01:47AM MST,03:44AM CST,0:56,AIR METHODS CORP                                  
N959MA,11-Dec-20,PC12,Searle Fld,Centennial,10:35PM MST,11:24PM MST,0:49,AIR METHODS CORP                                  
N959MA,11-Dec-20,PC12,N Platte Rgnl,Searle Fld,09:03PM CST,08:13PM MST,0:09,AIR METHODS CORP                                  
N959MA,8-Dec-20,PC12,Rapid City Rgnl,N Platte Rgnl,05:42PM MST,07:34PM CST,0:52,AIR METHODS CORP                                  
N959MA,8-Dec-20,PC12,Rosebud Sioux Tribal,Rapid City Rgnl,04:52PM CST,04:24PM MST,0:32,AIR METHODS CORP                                  
N959MA,8-Dec-20,PC12,N Platte Rgnl,Rosebud Sioux Tribal,03:37PM CST,04:13PM CST ,0:36,AIR METHODS CORP                                  
N959MA,8-Dec-20,PC12,Millard,N Platte Rgnl,03:19AM CST,04:14AM CST,0:55,AIR METHODS CORP                                  
N959MA,7-Dec-20,PC12,Searle Fld,Millard,11:40PM MST,01:45AM CST,1:05,AIR METHODS CORP                                  
N959MA,7-Dec-20,PC12,N Platte Rgnl,Searle Fld,11:23PM CST,10:40PM MST,0:16,AIR METHODS CORP                                  
N959MA,7-Dec-20,PC12,Millard,N Platte Rgnl,09:50PM CST,10:46PM CST,0:56,AIR METHODS CORP                                  
N959MA,7-Dec-20,PC12,Mc Cook Ben Nelson Rgnl,Millard,07:35PM CST,08:31PM CST,0:55,AIR METHODS CORP                                  
N959MA,7-Dec-20,PC12,N Platte Rgnl,Mc Cook Ben Nelson Rgnl,06:34PM CST,06:50PM CST,0:15,AIR METHODS CORP                                  
N959MA,6-Dec-20,PC12,Joe Foss Fld,N Platte Rgnl,01:30PM CST,02:24PM CST,0:54,AIR METHODS CORP                                  
N959MA,6-Dec-20,PC12,N Platte Rgnl,Joe Foss Fld,11:56AM CST,01:00PM CST,1:03,AIR METHODS CORP                                  
N959MA,6-Dec-20,PC12,Chan Gurney Muni,N Platte Rgnl,10:07AM CST,10:55AM CST,0:48,AIR METHODS CORP                                  
N959MA,6-Dec-20,PC12,Pine Ridge,Chan Gurney Muni,06:18AM MST,08:19AM CST,1:01,AIR METHODS CORP                                  
N959MA,6-Dec-20,PC12,Pine Ridge,Joe Foss Fld,06:18AM MST,,,AIR METHODS CORP                                  
N959MA,6-Dec-20,PC12,N Platte Rgnl,Pine Ridge,05:40AM CST,05:19AM MST ,0:39,AIR METHODS CORP                                  
N959MA,5-Dec-20,PC12,Millard,N Platte Rgnl,09:44PM CST,10:42PM CST,0:58,AIR METHODS CORP                                  
N959MA,5-Dec-20,PC12,N Platte Rgnl,Millard,06:42PM CST,07:35PM CST,0:52,AIR METHODS CORP                                  
N959MA,5-Dec-20,PC12,Joe Foss Fld,N Platte Rgnl,07:13AM CST,08:10AM CST,0:56,AIR METHODS CORP                                  
N959MA,5-Dec-20,PC12,Pine Ridge,Joe Foss Fld,04:00AM MST,06:03AM CST,1:03,AIR METHODS CORP                                  
N959MA,5-Dec-20,PC12,N Platte Rgnl,Pine Ridge,03:35AM CST,03:21AM MST ,0:45,AIR METHODS CORP                                  
N959MA,3-Dec-20,PC12,Lincoln,N Platte Rgnl,08:31PM CST,09:19PM CST,0:48,AIR METHODS CORP                                  
N959MA,3-Dec-20,PC12,Sidney Municipal,Lincoln,04:32PM MST,06:46PM CST,1:14,AIR METHODS CORP                                  
N959MA,3-Dec-20,PC12,N Platte Rgnl,Sidney Municipal,03:31PM CST,03:07PM MST ,0:35,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,Northern Colorado Regional,N Platte Rgnl,05:42PM MST,07:36PM CST,0:53,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,Fremont Muni,N Platte Rgnl,06:42PM CST,07:32PM CST ,0:50,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,Fremont Muni,Northern Colorado Regional,02:50PM CST,03:32PM MST,1:42,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,N Platte Rgnl,Fremont Muni,12:25PM CST,01:14PM CST,0:48,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,Joe Foss Fld,N Platte Rgnl,09:53AM CST,10:51AM CST,0:57,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,Pine Ridge,Joe Foss Fld,06:12AM MST,08:17AM CST,1:04,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,N Platte Rgnl,Pine Ridge,05:24AM CST,05:03AM MST ,0:39,AIR METHODS CORP                                  
N959MA,1-Dec-20,PC12,Lincoln,N Platte Rgnl,02:23AM CST,03:18AM CST,0:54,AIR METHODS CORP                                  
N959MA,30-Nov-20,PC12,N Platte Rgnl,Lincoln,11:57PM CST,12:47AM CST,0:49,AIR METHODS CORP                                  
N959MA,30-Nov-20,PC12,Mc Cook Ben Nelson Rgnl,N Platte Rgnl,07:34AM CST,07:53AM CST,0:18,AIR METHODS CORP                                  
N959MA,30-Nov-20,PC12,N Platte Rgnl,Mc Cook Ben Nelson Rgnl,05:16AM CST,05:36AM CST,0:19,AIR METHODS CORP                                  
N959MA,29-Nov-20,PC12,Joe Foss Fld,N Platte Rgnl,08:42PM CST,09:36PM CST,0:54,AIR METHODS CORP                                  
N959MA,29-Nov-20,PC12,Pine Ridge,Joe Foss Fld,05:13PM MST,07:22PM CST,1:09,AIR METHODS CORP                                  
N959MA,29-Nov-20,PC12,N Platte Rgnl,Pine Ridge,04:52PM CST,04:40PM MST ,0:47,AIR METHODS CORP                                  
N959MA,28-Nov-20,PC12,St Louis Downtown,N Platte Rgnl,08:18AM CST,10:31AM CST,2:12,AIR METHODS CORP                                  
N959MA,28-Nov-20,PC12,Joplin Rgnl,St Louis Downtown,05:45AM CST,06:45AM CST,1:00,AIR METHODS CORP                                  
N959MA,28-Nov-20,PC12,St Louis Downtown,Joplin Rgnl,03:17AM CST,04:23AM CST,1:06,AIR METHODS CORP                                  
N959MA,28-Nov-20,PC12,St Louis Downtown,N Platte Rgnl,03:17AM CST,,,AIR METHODS CORP                                  
N959MA,28-Nov-20,PC12,Joplin Rgnl,St Louis Downtown,12:38AM CST,01:39AM CST,1:00,AIR METHODS CORP                                  
N959MA,27-Nov-20,PC12,N Platte Rgnl,Joplin Rgnl,09:34PM CST,11:14PM CST,1:39,AIR METHODS CORP                                  
N959MA,27-Nov-20,PC12,Pine Ridge,N Platte Rgnl,04:06AM MST,05:43AM CST,0:36,AIR METHODS CORP                                  
N959MA,27-Nov-20,PC12,Pine Ridge,Joe Foss Fld,04:06AM MST,,,AIR METHODS CORP                                  
N959MA,27-Nov-20,PC12,N Platte Rgnl,Pine Ridge,03:31AM CST,03:14AM MST ,0:43,AIR METHODS CORP                                  
N959MA,25-Nov-20,PC12,Joe Foss Fld,N Platte Rgnl,07:43PM CST,08:51PM CST,1:07,AIR METHODS CORP                                  
N959MA,25-Nov-20,PC12,Rapid City Rgnl,Joe Foss Fld,04:12PM MST,06:17PM CST,1:05,AIR METHODS CORP                                  
N959MA,25-Nov-20,PC12,N Platte Rgnl,Rapid City Rgnl,03:26PM CST,03:22PM MST,0:56,AIR METHODS CORP                                  
N959MA,25-Nov-20,PC12,Rapid City Rgnl,N Platte Rgnl,01:27AM MST,03:18AM CST,0:51,AIR METHODS CORP                                  
N959MA,25-Nov-20,PC12,Rosebud Sioux Tribal,Rapid City Rgnl,12:39AM CST,12:08AM MST,0:29,AIR METHODS CORP                                  
N959MA,24-Nov-20,PC12,N Platte Rgnl,Rosebud Sioux Tribal,11:13PM CST,11:56PM CST ,0:42,AIR METHODS CORP                                  
N959MA,24-Nov-20,PC12,Lincoln,N Platte Rgnl,02:40PM CST,03:30PM CST,0:49,AIR METHODS CORP                                  
N959MA,24-Nov-20,PC12,Brewster Fld,Lincoln,12:35PM CST,01:13PM CST,0:38,AIR METHODS CORP                                  
N959MA,24-Nov-20,PC12,N Platte Rgnl,Brewster Fld,11:20AM CST,11:48AM CST,0:27,AIR METHODS CORP                                  
N959MA,23-Nov-20,PC12,Joe Foss Fld,N Platte Rgnl,04:43AM CST,05:50AM CST,1:07,AIR METHODS CORP                                  
N959MA,23-Nov-20,PC12,Pine Ridge,Joe Foss Fld,01:22AM MST,03:20AM CST,0:58,AIR METHODS CORP                                  
N959MA,23-Nov-20,PC12,N Platte Rgnl,Pine Ridge,12:47AM CST,12:45AM MST ,0:57,AIR METHODS CORP                                  
N959MA,21-Nov-20,PC12,Kearney Rgnl,N Platte Rgnl,05:14PM CST,05:37PM CST,0:22,AIR METHODS CORP                                  
N959MA,21-Nov-20,PC12,Mc Cook Ben Nelson Rgnl,Kearney Rgnl,03:27PM CST,03:47PM CST,0:19,AIR METHODS CORP                                  
N959MA,21-Nov-20,PC12,N Platte Rgnl,Mc Cook Ben Nelson Rgnl,02:17PM CST,02:40PM CST ,0:22,AIR METHODS CORP                                  
N959MA,21-Nov-20,PC12,Millard,N Platte Rgnl,01:46AM CST,02:47AM CST,1:01,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,Imperial Muni,Millard,10:08PM MST,12:06AM CST,0:57,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,N Platte Rgnl,Imperial Muni,10:01PM CST,09:24PM MST ,0:22,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,Millard,N Platte Rgnl,04:08PM CST,05:08PM CST,0:59,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,N Platte Rgnl,Millard,12:35PM CST,01:22PM CST,0:46,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,Joe Foss Fld,N Platte Rgnl,09:35AM CST,10:47AM CST,1:11,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,Pine Ridge,Joe Foss Fld,05:55AM MST,07:49AM CST,0:54,AIR METHODS CORP                                  
N959MA,20-Nov-20,PC12,N Platte Rgnl,Pine Ridge,05:16AM CST,04:57AM MST ,0:41,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,St Louis Downtown,N Platte Rgnl,08:50PM CST,11:24PM CST,2:33,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,Rosecrans Meml,St Louis Downtown,05:32PM CST,06:27PM CST,0:55,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,N Platte Rgnl,Rosecrans Meml,02:48PM CST,03:50PM CST,1:02,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,Western Neb Rgnl,N Platte Rgnl,03:10AM MST,04:45AM CST,0:35,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,N Platte Rgnl,N Platte Rgnl,03:42AM CST,04:45AM CST,1:03,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,N Platte Rgnl,Western Neb Rgnl,03:42AM CST,,,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,N Platte Rgnl,Western Neb Rgnl,02:11AM CST,01:53AM MST,0:42,AIR METHODS CORP                                  
N959MA,19-Nov-20,PC12,Lincoln,N Platte Rgnl,12:31AM CST,01:25AM CST,0:53,AIR METHODS CORP                                  
N959MA,18-Nov-20,PC12,N Platte Rgnl,Lincoln,09:50PM CST,10:35PM CST,0:45,AIR METHODS CORP                                  
N959MA,18-Nov-20,PC12,Northern Colorado Regional,N Platte Rgnl,02:00AM MST,03:50AM CST,0:50,AIR METHODS CORP                                  
N959MA,18-Nov-20,PC12,N Platte Rgnl,Northern Colorado Regional,12:30AM CST,12:27AM MST,0:56,AIR METHODS CORP                                  
N959MA,17-Nov-20,PC12,Millard,N Platte Rgnl,05:45PM CST,06:51PM CST,1:06,AIR METHODS CORP                                  
N959MA,17-Nov-20,PC12,Cambridge Muni,Millard,02:41PM CST,03:29PM CST,0:47,AIR METHODS CORP                                  
N959MA,17-Nov-20,PC12,N Platte Rgnl,Cambridge Muni,01:16PM CST,01:41PM CST ,0:24,AIR METHODS CORP                                  
N959MA,17-Nov-20,PC12,Fremont Muni,N Platte Rgnl,04:27AM CST,05:23AM CST,0:55,AIR METHODS CORP                                  
N959MA,17-Nov-20,PC12,Cozad Muni,Fremont Muni,02:19AM CST,03:06AM CST,0:46,AIR METHODS CORP                                  
N959MA,17-Nov-20,PC12,N Platte Rgnl,Cozad Muni,01:12AM CST,01:25AM CST,0:12,AIR METHODS CORP                                  
N959MA,16-Nov-20,PC12,Lincoln,N Platte Rgnl,06:56PM CST,07:59PM CST,1:03,AIR METHODS CORP                                  
N959MA,16-Nov-20,PC12,Kearney Rgnl,Lincoln,04:17PM CST,04:46PM CST,0:28,AIR METHODS CORP                                  
N959MA,16-Nov-20,PC12,N Platte Rgnl,Kearney Rgnl,02:46PM CST,03:11PM CST,0:24,AIR METHODS CORP                                  
N959MA,15-Nov-20,PC12,Rapid City Rgnl,N Platte Rgnl,04:26PM MST,06:15PM CST,0:49,AIR METHODS CORP                                  
N959MA,15-Nov-20,PC12,Pine Ridge,Rapid City Rgnl,02:29PM MST,02:52PM MST,0:23,AIR METHODS CORP                                  
N959MA,15-Nov-20,PC12,N Platte Rgnl,Pine Ridge,01:33PM CST,01:23PM MST ,0:49,AIR METHODS CORP                                  
N959MA,14-Nov-20,PC12,Greeley-Weld County,N Platte Rgnl,01:05AM MST,02:53AM CST,0:48,AIR METHODS CORP                                  
N959MA,14-Nov-20,PC12,Cheyenne Rgnl,Greeley-Weld County,12:28AM MST,12:43AM MST,0:14,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,Greeley-Weld County,Cheyenne Rgnl,11:29PM MST,11:46PM MST,0:17,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,Modisett,Northern Colorado Regional,10:40PM MST,12:00AM MST,1:20,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,Chadron Muni,Greeley-Weld County,10:06PM MST,10:54PM MST,0:47,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,N Platte Rgnl,Chadron Muni,09:43PM CST,09:28PM MST,0:45,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,N Platte Rgnl,Modisett,09:43PM CST,,,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,Eppley Airfield,N Platte Rgnl,05:00AM CST,06:07AM CST,1:06,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,Kearney Rgnl,Eppley Airfield,02:02AM CST,02:39AM CST,0:36,AIR METHODS CORP                                  
N959MA,13-Nov-20,PC12,Kearney Rgnl,Millard,02:02AM CST,,,AIR METHODS CORP                                  
N959MA,12-Nov-20,PC12,N Platte Rgnl,Kearney Rgnl,11:14PM CST,11:37PM CST,0:23,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,Miller Fld,N Platte Rgnl,08:24PM CST,08:57PM CST,0:32,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,N Platte Rgnl,Miller Fld,06:46PM CST,07:13PM CST ,0:26,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,Joe Foss Fld,N Platte Rgnl,02:45PM CST,04:01PM CST,1:16,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,Kearney Rgnl,Joe Foss Fld,11:50AM CST,12:39PM CST,0:49,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,N Platte Rgnl,Kearney Rgnl,10:03AM CST,10:24AM CST,0:21,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,Wheeler Downtown,N Platte Rgnl,06:57AM CST,08:28AM CST,1:30,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,Lincoln,Wheeler Downtown,05:18AM CST,05:58AM CST,0:39,AIR METHODS CORP                                  
N959MA,11-Nov-20,PC12,N Platte Rgnl,Lincoln,02:59AM CST,03:39AM CST,0:40,AIR METHODS CORP                                  
N959MA,10-Nov-20,PC12,Millard,N Platte Rgnl,10:52PM CST,11:51PM CST,0:58,AIR METHODS CORP                                  
N959MA,10-Nov-20,PC12,N Platte Rgnl,Wayne Muni/ Stan Morris Fld,09:42PM CST,10:52PM CST,1:09,AIR METHODS CORP                                  
N959MA,9-Nov-20,PC12,N Platte Rgnl,N Platte Rgnl,04:07PM CST,04:15PM CST,0:07,AIR METHODS CORP                                  
N959MA,7-Nov-20,PC12,N Platte Rgnl,N Platte Rgnl,09:30AM CST,10:14AM CST,0:44,AIR METHODS CORP                                  
N959MA,7-Nov-20,PC12,N Platte Rgnl,Pine Ridge,05:39AM CST,06:41AM MST ,2:01,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,Millard,N Platte Rgnl,06:37PM CST,07:39PM CST,1:02,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,Searle Fld,Millard,02:35PM MST,04:36PM CST,1:00,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,N Platte Rgnl,Searle Fld,02:17PM CST,01:32PM MST ,0:14,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,Centennial,N Platte Rgnl,11:48AM MST,01:39PM CST,0:51,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,N Platte Rgnl,Centennial,11:22AM CST,11:29AM MST,1:06,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,Centennial,N Platte Rgnl,09:02AM MST,10:53AM CST,0:50,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,Liberal Mid-America Rgnl,Centennial,08:25AM CST,08:25AM MST,0:59,AIR METHODS CORP                                  
N959MA,6-Nov-20,PC12,N Platte Rgnl,Liberal Mid-America Rgnl,06:25AM CST,07:29AM CST,1:03,AIR METHODS CORP                                  
N959MA,4-Nov-20,PC12,Lincoln,N Platte Rgnl,06:46PM CST,07:37PM CST,0:50,AIR METHODS CORP                                  
N959MA,4-Nov-20,PC12,Rock County,Lincoln,04:36PM CST,05:18PM CST,0:42,AIR METHODS CORP                                  
N959MA,4-Nov-20,PC12,N Platte Rgnl,Rock County,03:20PM CST,03:55PM CST ,0:34,AIR METHODS CORP                                  
N959MA,3-Nov-20,PC12,Northern Colorado Regional,N Platte Rgnl,11:08PM MST,01:05AM CST,0:56,AIR METHODS CORP                                  
N959MA,3-Nov-20,PC12,N Platte Rgnl,Northern Colorado Regional,09:39PM CST,09:40PM MST,1:00,AIR METHODS CORP                                  
N959MA,3-Nov-20,PC12,Casper/Natrona County Intl,N Platte Rgnl,05:12PM MST,07:21PM CST,1:09,AIR METHODS CORP                                  
N959MA,3-Nov-20,PC12,Hot Springs Muni,Casper/Natrona County Intl,02:39PM MST,03:24PM MST,0:44,AIR METHODS CORP                                  
N959MA,3-Nov-20,PC12,N Platte Rgnl,Hot Springs Muni,01:32PM CST,01:23PM MST,0:50,AIR METHODS CORP                                  
N959MA,1-Nov-20,PC12,Millard,N Platte Rgnl,11:52PM CST,12:57AM CST,1:04,AIR METHODS CORP                                  
N959MA,1-Nov-20,PC12,N Platte Rgnl,Millard,08:37PM CST,09:30PM CST,0:53,AIR METHODS CORP                                  
N959MA,1-Nov-20,PC12,Millard,N Platte Rgnl,05:28PM CST,06:29PM CST,1:01,AIR METHODS CORP                                  
N959MA,1-Nov-20,PC12,Kearney Rgnl,Millard,02:59PM CST,03:34PM CST,0:35,AIR METHODS CORP                                  
N959MA,1-Nov-20,PC12,N Platte Rgnl,Kearney Rgnl,01:34PM CST,01:57PM CST,0:22,AIR METHODS CORP                                  
N959MA,1-Nov-20,PC12,St Louis Downtown,N Platte Rgnl,01:51AM CDT,03:36AM CST,2:44,AIR METHODS CORP                                  
N959MA,31-Oct-20,PC12,Atkinson Muni,St Louis Downtown,11:10PM CDT,12:05AM CDT,0:54,AIR METHODS CORP                                  
